accuracy,backbone,brier,detector_trigger_step,detector_triggered,ece,intensity,macro_f1,method,nll,runtime_seconds,seed,shift
0.9878787878787879,gat,0.023551260683063978,,False,0.05464946501182787,0.45,0.9878782869608558,full_method,0.07295147329568863,2.318993599998066,2,feature_noise
0.9757575757575757,gat,0.045135586167539515,,,0.056982663544741546,0.35,0.9756413339746673,source_only,0.10549402236938477,7.90000194683671e-06,2,edge_drop
0.9757575757575757,gat,0.042902968675467404,,,0.05417050484454993,0.35,0.9756413339746673,entropy_all_nodes,0.09236066043376923,0.45678950000728946,2,edge_drop
0.9757575757575757,gat,0.04394103937043581,,False,0.04719594518343608,0.35,0.9756413339746673,full_method,0.09505770355463028,2.205603099995642,2,edge_drop
0.9757575757575757,gat,0.09406869162551079,,,0.16018499858451613,0.35,0.9757575757575757,source_only,0.23444794118404388,5.599998985417187e-06,2,edge_add
0.9757575757575757,gat,0.07677676411898798,,,0.11988942207712115,0.35,0.9757575757575757,entropy_all_nodes,0.18991591036319733,0.7167647000023862,2,edge_add
0.9757575757575757,gat,0.07741112595093216,,False,0.11882546526012999,0.35,0.9757575757575757,full_method,0.18970350921154022,3.1644287000090117,2,edge_add
0.896969696969697,gat,0.2146048167548696,,,0.16217281764203856,0.25,0.896361273554256,source_only,0.4238809645175934,5.699999746866524e-06,2,homophily_shift
0.896969696969697,gat,0.1983098400417371,,,0.13000540299849078,0.25,0.896361273554256,entropy_all_nodes,0.393811970949173,0.43979160000162665,2,homophily_shift
0.8727272727272727,gat,0.20000552470274363,,False,0.11300328337784972,0.25,0.8717620722737447,full_method,0.39337822794914246,2.311421299993526,2,homophily_shift
0.5818181818181818,gat,0.5172411709134992,,,0.06557055025389702,0.5,0.5751124573154716,source_only,0.865509033203125,9.099996532313526e-06,2,homophily_shift
0.5757575757575758,gat,0.5289468733235843,,,0.10672994400515701,0.5,0.5643801364907062,entropy_all_nodes,0.8819955587387085,0.5013968999992358,2,homophily_shift
0.5636363636363636,gat,0.5358469061792132,,False,0.09949363506201539,0.5,0.5494291601222745,full_method,0.8925192952156067,2.4492079999909038,2,homophily_shift
0.9575757575757575,graphsage,0.06832068070153416,,,0.02616694118037364,0.0,0.9576834549311611,source_only,0.12098607420921326,8.59999272506684e-06,0,clean
0.9575757575757575,graphsage,0.06776459123257221,,,0.027113632361094195,0.0,0.9576834549311611,entropy_all_nodes,0.11937283724546432,0.3647249999921769,0,clean
0.9575757575757575,graphsage,0.0683502650637974,,False,0.026612935282967265,0.0,0.9576834549311611,full_method,0.12027504295110703,1.873519499989925,0,clean
0.9151515151515152,graphsage,0.11056731777063519,,,0.045806117130048375,0.45,0.9148513728159746,source_only,0.22883883118629456,5.49999822396785e-06,0,feature_noise
0.9151515151515152,graphsage,0.10976016931575544,,,0.05719361485856953,0.45,0.9148513728159746,entropy_all_nodes,0.22458162903785706,0.3884445000003325,0,feature_noise
0.9151515151515152,graphsage,0.1082324935762572,,False,0.04335146347681683,0.45,0.9148513728159746,full_method,0.22462500631809235,1.8524480999913067,0,feature_noise
0.9515151515151515,graphsage,0.10389166352128328,,,0.05548944617762715,0.35,0.95136779791981,source_only,0.2724994122982025,8.400005754083395e-06,0,edge_drop
0.9515151515151515,graphsage,0.10420811604141793,,,0.058553091684977264,0.35,0.95136779791981,entropy_all_nodes,0.27477866411209106,0.3394980000011856,0,edge_drop
0.9515151515151515,graphsage,0.10390248652420876,,False,0.059146916143822,0.35,0.95136779791981,full_method,0.27281346917152405,1.596964399999706,0,edge_drop
