delta_t,drift_high,drift_low,drift_mid,intensity,phi_t,seed,shift,step
0.005583463964597468,0.0065866881873219985,0.004929027311448675,0.005234676395021731,0.5,0.05,1,homophily_shift,35
0.005808018267605168,0.0068725645945513225,0.005096081958849252,0.005455408249414928,0.5,0.05333333333333334,1,homophily_shift,36
0.006038024667536723,0.007163427836969993,0.005271361156916232,0.005679285008723944,0.5,0.05333333333333334,1,homophily_shift,37
0.006272016150110545,0.007456593773200626,0.005446965087073152,0.005912489590057857,0.5,0.056666666666666664,1,homophily_shift,38
0.006513380229217307,0.007754954931287139,0.005622265108230773,0.006162920648134007,0.5,0.056666666666666664,1,homophily_shift,39
0.0067559992170895256,0.008055391554361357,0.005797523047845532,0.006415083049061687,0.5,0.056666666666666664,1,homophily_shift,40
0.0069999739301779456,0.008358110018987064,0.005972671722340173,0.006669140049206601,0.5,0.056666666666666664,1,homophily_shift,41
0.007245953327077799,0.00866380133668243,0.00614846830956417,0.0069255903349867975,0.5,0.056666666666666664,1,homophily_shift,42
0.007500154203740543,0.008991931713257129,0.006324163318412901,0.007184367579551598,0.5,0.06,1,homophily_shift,43
0.007759181944026768,0.009330512484938824,0.006497386162022445,0.007449647185119035,0.5,0.06333333333333334,1,homophily_shift,44
0.008021673989931255,0.009676586641517604,0.006668773262932193,0.0077196620653439685,0.5,0.06333333333333334,1,homophily_shift,45
0.008286854068949856,0.01002543839546316,0.0068434008314705586,0.00799172297991585,0.5,0.06666666666666667,1,homophily_shift,46
0.008554193380686267,0.010378277481089826,0.007017361690119073,0.008266940970849901,0.5,0.06666666666666667,1,homophily_shift,47
0.008830355931627473,0.010753543144417954,0.007193107367241103,0.00854441728322336,0.5,0.07666666666666666,1,homophily_shift,48
0.009120205253273525,0.011147817455322284,0.007369475064696318,0.00884332323980197,0.5,0.08333333333333333,1,homophily_shift,49
0.009417557431798637,0.011549979604759342,0.0075483032153289,0.009154389475307667,0.5,0.08333333333333333,1,homophily_shift,50
0.009726601064629803,0.01195648968036811,0.007735604481057645,0.009487709032463654,0.5,0.09333333333333334,1,homophily_shift,51
0.010045597018266147,0.01237102155234987,0.007925486839551354,0.009840282662897215,0.5,0.09333333333333334,1,homophily_shift,52
0.010366843647475643,0.012789098757399253,0.008115252871543854,0.010196179313483822,0.5,0.09333333333333334,1,homophily_shift,53
0.010696627049153288,0.013210522826995252,0.00832423051925274,0.010555127801211872,0.5,0.1,1,homophily_shift,54
0.011033585550490332,0.013639670461882025,0.008540811372502954,0.010920274817086018,0.5,0.1,1,homophily_shift,55
0.011373341253460493,0.014072946737090142,0.008757697967755329,0.011289379055536009,0.5,0.1,1,homophily_shift,56
0.011715101543132453,0.014509419876260587,0.00897431995741943,0.011661564795717339,0.5,0.1,1,homophily_shift,57
0.012060301801051646,0.01495092064313902,0.00919154309892889,0.01203844166108703,0.5,0.1,1,homophily_shift,58
0.012407312804772566,0.015395318213771325,0.009408519335717569,0.012418100864828807,0.5,0.1,1,homophily_shift,59
0.0,0.0,0.0,0.0,0.45,0.0,2,feature_noise,0
0.0008528857965816409,0.0007914523749630309,0.0008645164599326849,0.000902688554849207,0.45,0.0,2,feature_noise,1
0.0016995457448080176,0.0015765736956807608,0.001723015135203454,0.001799048403539838,0.45,0.0,2,feature_noise,2
0.002539895731757983,0.0023552291536061976,0.0025756345488119337,0.0026888234928558186,0.45,0.0,2,feature_noise,3
0.0033741395911404868,0.0031279171529294825,0.0034221636106880338,0.0035723380098039437,0.45,0.0,2,feature_noise,4
0.004202301033662555,0.003894491049211024,0.004262550170840762,0.004449861880935879,0.45,0.0,2,feature_noise,5
0.00502437114954668,0.004654531098420622,0.005097103651721668,0.00532147869849775,0.45,0.0,2,feature_noise,6
0.005840313130436758,0.005408801788325479,0.005925660143578426,0.00618647745940637,0.45,0.0,2,feature_noise,7
0.006650054264472775,0.006156425271207966,0.006748205085250425,0.007045532436959934,0.45,0.0,2,feature_noise,8
0.007453692302345272,0.006897800165391765,0.00756485828459863,0.00789841845704542,0.45,0.0,2,feature_noise,9
0.008251213839771157,0.007633290110834023,0.008375469188626528,0.008744882219852923,0.45,0.0,2,feature_noise,10
0.009042666158957583,0.008362791900412003,0.009180051111926657,0.00958515546453409,0.45,0.0,2,feature_noise,11
0.009828041803743784,0.009086344511359035,0.009978723206138462,0.010419057693733857,0.45,0.0,2,feature_noise,12
