dataset,backbone,shift,intensity,method,count,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,nll_mean,nll_std,ece_mean,ece_std,brier_mean,brier_std,runtime_seconds_mean,runtime_seconds_std,adapted_steps_mean,adapted_steps_std,mean_reliability_mean,mean_reliability_std,selected_fraction_mean,selected_fraction_std,num_nodes_mean,num_nodes_std,num_edges_mean,num_edges_std
synthetic,gcn,feature_noise,0.2,no_anti_forgetting,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.03276263102889061,0.020244355492197393,0.015565157248860323,0.0031780034117376075,0.014928669352939966,0.011132034721031567,3.813809520000359,1.7907642049475796,90.0,0.0,0.43389986310270146,0.004320644516724744,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.2,full_method,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.03277885317802429,0.02023488343844989,0.015323310749871399,0.0027331603894433444,0.014934847124885884,0.011125495713737278,3.247035439996398,1.448224557762917,90.0,0.0,0.4338996260899929,0.004321406436947034,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,source_only,5,0.9876190476190476,0.008302664654363202,0.9876372290900146,0.008266071787174109,0.04376256726682186,0.025072915129112992,0.020901591181755066,0.0038429084130721714,0.021037402125074208,0.013881845372485135,6.620003841817379e-06,1.5419485966841855e-06,0.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,entropy_all_nodes,5,0.9866666666666667,0.010168645954315542,0.9866727893685179,0.010155443309916596,0.04048803336918354,0.024547883663931312,0.018133069759323484,0.003619625537541589,0.019282509365880718,0.013584766506274649,0.5791766199981794,0.3537964913780923,90.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,tent_entropy,5,0.9866666666666667,0.010168645954315542,0.9866727893685179,0.010155443309916596,0.040436669066548345,0.02454767847480999,0.01925527623721531,0.004842710977948023,0.019256689198519604,0.013584935779923377,0.5261312200018438,0.27046010224807104,90.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,eata_filter,5,0.9876190476190476,0.008302664654363202,0.9876372290900146,0.008266071787174109,0.043509510532021525,0.025142856144065535,0.02086109643890744,0.003591573564890264,0.020943185607815707,0.013899934609657995,2.9465651399979835,1.2043152914632516,90.0,0.0,0.5016851851851852,0.028439636242705967,0.5016851851851852,0.028439636242705967,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,graph_tta_consistency,5,0.9866666666666667,0.010168645954315542,0.9866727893685179,0.010155443309916596,0.043095435574650766,0.02426427680071685,0.02015574730577923,0.0031775669519001092,0.02028678211800491,0.01355313067050421,3.4920636599999852,1.4878768541837482,90.0,0.0,0.43153481667893656,0.004289529649369848,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,matcha_reliable,5,0.9866666666666667,0.010168645954315542,0.9866920257234748,0.010117612884822165,0.042890462279319766,0.025034082479521644,0.020411322400683458,0.005634100984849418,0.020578220791642475,0.013798137018714633,2.8149479800020343,1.1208923468945584,90.0,0.0,0.5,0.0,0.5,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,reliable_entropy,5,0.9866666666666667,0.010168645954315542,0.9866727893685179,0.010155443309916596,0.04186436645686627,0.024581665870753073,0.017972077784084137,0.003301224379833121,0.020025941070121185,0.01354440850001843,2.708341340001789,0.9705149759640206,90.0,0.0,0.43190170291200947,0.0041207847659981475,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,no_neighborhood_agreement,5,0.9866666666666667,0.010168645954315542,0.9866727893685179,0.010155443309916596,0.04175368659198284,0.02468451112101833,0.018015861199015666,0.0034210941781819947,0.019965496295365218,0.013611482407966793,2.365716859998065,1.1713166885940354,90.0,0.0,0.4405684605300915,0.005472353172008296,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,no_structural_stability,5,0.9866666666666667,0.010168645954315542,0.9866727893685179,0.010155443309916596,0.04186468422412872,0.024576719979587044,0.017845318544478638,0.0034109420859930544,0.02002650586710732,0.013542576145199166,2.0075726799987024,0.9954983669179233,90.0,0.0,0.4318093510990095,0.004092281166226072,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,no_calibration_loss,5,0.9866666666666667,0.010168645954315542,0.9866727893685179,0.010155443309916596,0.04186424501240253,0.024581664985457705,0.017971995103926885,0.0033011771426664726,0.020025908864097546,0.013544392093667784,2.7797966399986764,1.050396909037918,90.0,0.0,0.4319017476533622,0.004120771033059857,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,no_anti_forgetting,5,0.9866666666666667,0.010168645954315542,0.9866727893685179,0.010155443309916596,0.041829788312315944,0.024576559683325352,0.017824079564639498,0.003408274359711946,0.020008011745220135,0.013540604746694208,2.6697380200028418,1.0163820283808647,90.0,0.0,0.43190857830204854,0.00411826875399305,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.45,full_method,5,0.9866666666666667,0.010168645954315542,0.9866727893685179,0.010155443309916596,0.04186436645686627,0.024581665870753073,0.017972077784084137,0.003301224379833121,0.020025941070121185,0.01354440850001843,2.7056001600023594,1.0906361654393166,90.0,0.0,0.43190170291200947,0.0041207847659981475,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,edge_drop,0.15,source_only,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.049557605385780336,0.025806439367606147,0.019010322945458537,0.007999675150608988,0.025863285101714106,0.013826563452485865,7.159996312111616e-06,1.281560405311615e-06,0.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,1840.4,19.985995096566995
synthetic,gcn,edge_drop,0.15,entropy_all_nodes,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.04870159178972244,0.026864276204585737,0.01880335648854572,0.00753756041617916,0.02526389728885429,0.014150209431305825,0.4606095799972536,0.204687929542938,90.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,1840.4,19.985995096566995
synthetic,gcn,edge_drop,0.15,tent_entropy,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.04869132377207279,0.026884244535159453,0.01878054491111209,0.007549228640701339,0.02525565507313774,0.014155020979632291,0.4760291199985659,0.2532269384309018,90.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,1840.4,19.985995096566995
synthetic,gcn,edge_drop,0.15,eata_filter,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.0494490560144186,0.025884149038268654,0.01929800399712153,0.007684031829323815,0.025829248344610617,0.013838842692840449,3.0289175599988085,1.0118719684758133,90.0,0.0,0.48405555555555557,0.0340089151549078,0.48405555555555557,0.0340089151549078,360.0,0.0,1840.4,19.985995096566995
synthetic,gcn,edge_drop,0.15,graph_tta_consistency,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.04986809529364109,0.02590975312695238,0.017236998904319036,0.006880580769363732,0.02569882478226935,0.014084435028083814,3.2813764399965293,1.0010684300292265,90.0,0.0,0.43387271684893614,0.003747834635180469,0.3999999999999999,0.0,360.0,0.0,1840.4,19.985995096566995
synthetic,gcn,edge_drop,0.15,matcha_reliable,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.049406136944890024,0.026406848980366653,0.01953705793335323,0.006332605002180855,0.025762179161414305,0.014064702219948601,2.9388007000059586,0.8366513167059233,90.0,0.0,0.5,0.0,0.5,0.0,360.0,0.0,1840.4,19.985995096566995
